,TESLA DIAGNOSTICS,Unnamed: 1,Unnamed: 2
530,Contrast),,
531,,,
532,170    CT021   CT Scan Of Ankle Joint          NA            ---Select---(NA)          IH             Daily      Same Day      3000.00,,
533,,,
534,171    CT022   CT Scan of Ankle Joint 3D                     .()                       IH                                      4000.00,,
535,,,
536,172    CT023   CT Scan Of Both Knee            NA            ---Select---(NA)          IH             Daily      Same Day      5000.00,,
537,Joints,,
538,,,
539,173    CT024   CT Scan Of Brain(Plain)         Na            .(NA)                     IH             Daily      Same Day      2200.00,,
540,,,
541,174    CT025   CT Scan of Brain With                         .()                       IH                                      3200.00,,
542,Contrast),,
543,,,
544,175    CT026   CT Scan of Brain for Pitutary   NA            ---Select---(NA)          IH             Daily      Same Day      3500.00,,
545,Fossa With Contrast,,
546,,,
547,176    CT027   CT Scan of Brain with           NA            .(NA)                     IH             Daily      Same Day      5500.00,,
548,Facial Bone with 3D,,
549,,,
550,177    CT028   CT Scan of CECT Urogram         NA            .(NA)                     IH             Daily      Same Day      6000.00,,
551,,,
552,178    CT029   CT Scan of Chest 3D                           ---Select---()            IH                                      4000.00,,
553,,,
554,179    CT030   CT Scan of Chest Plain and                    ---Select---()            IH                                      4800.00,,
555,Contrast - CECT,,
556,,,
557,180    CT031   CT Scan of Elbow 3D                           ---Select---()            IH                                      3500.00,,
558,,,
559,181    CT032   CT Scan of Elbow Joint                        ---Select---()            IH                                      3000.00,,
560,,,
561,182    CT033   CT Scan of Facial Bones 3                     ---Select---()            IH                                      4000.00,,
562,D,,
563,,,
564,183    CT034   CT Scan of Femur                              ---Select---()            IH                                      3000.00,,
565,,,
566,184    CT035   CT Scan of RT                                 .()                       IH                                      3000.00,,
567,Sternoclavicular,,
568,,,
569,185    CT036   CT Scan of Fore Arm                           ---Select---()            IH                                      3000.00,,
570,,,
571,186    CT037   CT Scan of HRCT Chest                         ---Select---()            IH                                      4000.00,,
572,,,
573,187    CT038   CT Scan of HRCT Temporal                      ---Select---()            IH                                      3000.00,,
574,Bone,,
575,,,
576,188    CT039   CT Scan of IVP Plain and                      ---Select---()            IH                                      6000.00,,
577,Contrast,,
578,,,
579,189    CT040   CT Scan of Leg                                .()                       IH                                      3000.00,,
580,,,
581,Page 12 of 86,,
582,CT SCAN,,
583,,,
584,SNo     Test    Name Of Test                 Methodology   Sample/Volume      Temp   Referral Lab   Schedule   Turn around      MRP,,
585,Code                                                                         Name                      time,,
586,,,
587,190    CT041   CT Scan of KUB Plain and                   ---Select---()            IH                                       6000.00,,
588,Contrast,,
589,,,
590,191    CT042   CT Scan of Lower Abdomen                   .()                       IH                                       5000.00,,
591,Fistulogram,,
592,,,
593,192    CT043   CT Scan of Mandible                        ---Select---()            IH                                       2000.00,,
594,,,
595,193    CT044   CT Scan of Mandible with 3                 ---Select---()            IH                                       3000.00,,
596,D Reconstruction,,
597,,,
598,194    CT045   CT Scan of Mastoids                        ---Select---()            IH                                       3000.00,,
599,,,
600,195    CT046   CT Scan of Neck Angio -                    ---Select---()            IH                                      12000.00,,
601,Intra and Extra Cannel,,
602,Vassel,,
603,,,
604,196    CT047   CT Scan of Cervical and      Na            ---Select---(NA)          IH             Daily      Same Day       8000.00,,
605,Thorasic Spine,,
606,,,
607,197    CT048   CT Scan of Coronal and                     ---Select---()            IH                                       3000.00,,
608,Saggital,,
609,,,
610,198    CT049   CT Scan of Elbow                           ---Select---()            IH                                       3000.00,,
611,,,
612,199    CT050   CT Scan of Fore Arm With                   ---Select---()            IH                                       4000.00,,
613,Wrist,,
614,,,
615,200    CT051   CT Scan of Hand                            ---Select---()            IH                                       2500.00,,
616,,,
617,201    CT052   CT Scan of Hand With Wrist                 ---Select---()            IH                                       3500.00,,
618,,,
619,202    CT053   CT Scan of 3D HIP            NA            ---Select---(NA)          IH             Daily      Same Day       4000.00,,
620,,,
621,203    CT054   CT Scan of Hip Joint                       ---Select---()            IH                                       3000.00,,
622,,,
623,204    CT055   CT Scan of Lower Abdomen                   .()                       IH                                       6000.00,,
624,(with Contrast),,
625,,,
626,205    CT056   CT Scan of HRCT Mastoids                   ---Select---()            IH                                       3000.00,,
627,,,
628,206    CT057   CT Scan of Humerus                         .()                       IH                                       3000.00,,
629,,,
630,207    CT058   CT Scan of KUB                             ---Select---()            IH                                       4800.00,,
631,,,
632,208    CT059   CT Scan of Sternum                         .()                       IH                                       3500.00,,
633,,,
634,209    CT060   CT Scan Of Leg with Ankle                  ---Select---()            IH                                       3000.00,,
635,Joint,,
636,,,
637,Page 13 of 86,,
638,CT SCAN,,
639,,,
640,SNo     Test    Name Of Test                 Methodology   Sample/Volume    Temp   Referral Lab   Schedule   Turn around     MRP,,
641,Code                                                                       Name                      time,,
642,,,
643,210    CT061   CT Scan of Lower Jaw                       ---Select---()          IH                                      2500.00,,
644,,,
645,211    CT062   CT Scan Of Lower                           .()                     IH                                      4000.00,,
646,Abdomen (Plain),,
647,,,
648,212    CT063   CT Scan of Nasopharynx                     ---Select---()          IH                                      3000.00,,
649,,,
650,213    CT064   CT Scan of Neck and Upper                  ---Select---()          IH                                      8300.00,,
651,Chest,,
652,,,
653,214    CT065   CT Scan of Orbits                          ---Select---()          IH                                      2500.00,,
654,,,
655,"215    CT066   CT Scan of Orbits (Axial ,                 ---Select---()          IH                                      3500.00",,
656,Coronal Plain),,
657,,,
658,216    CT067   CT Scan of Orbits With                     ---Select---()          IH                                      3800.00,,
659,Contrast,,
660,,,
661,217    CT068   CT Scan of Orophnynex                      ---Select---()          IH                                      2000.00,,
662,,,
663,218    CT069   CT Scan of Pelvis (With                    ---Select---()          IH                                      5000.00,,
664,Contrast and Fistula),,
665,,,
666,219    CT070   CT Scan of PNS (Axial &                    ---Select---()          IH                                      3000.00,,
667,Sagittal),,
668,,,
669,"220    CT071   CT Scan of PNS (Axial,Coro                 ---Select---()          IH                                      3500.00",,
670,"nal, Sagittal)",,
671,,,
672,221    CT072   CT Scan of PNS                             ---Select---()          IH                                      2500.00,,
673,Nasopharynx,,
674,,,
675,222    CT073   CT Scan of PNS                             ---Select---()          IH                                      2000.00,,
676,Sagittalview,,
677,,,
678,223    CT074   CT Scan of Sacrum Coccyx                   ---Select---()          IH                                      4000.00,,
679,,,
680,224    CT075   CT Scan of Styloid Process                 ---Select---()          IH                                      3000.00,,
681,,,
682,225    CT076   CT Scan of Temporal                        ---Select---()          IH                                      3000.00,,
683,Bones,,
684,,,
685,226    CT077   CT Scan of Temporalbones                   ---Select---()          IH                                      3500.00,,
686,"(Axial,Coronal, Saggital)",,
687,,,
688,227    CT078   CT Scan of Thigh                           ---Select---()          IH                                      3000.00,,
689,,,
690,228    CT079   CT Scan of Thorasic &                      ---Select---()          IH                                      9000.00,,
691,Lumber Spine,,
692,,,
693,229    CT080   CT Scan of Throat                          ---Select---()          IH                                      4500.00,,
694,Page 14 of 86,,
695,CT SCAN,,
696,,,
697,SNo     Test    Name Of Test                   Methodology   Sample/Volume    Temp   Referral Lab   Schedule   Turn around      MRP,,
698,Code                                                                         Name                      time,,
699,,,
700,230    CT081   CT Scan Of TM Joints With                    ---Select---()          IH                                       3000.00,,
701,Contrast,,
702,,,
703,231    CT082   CT Scan of Upper Abdomen                     ---Select---()          IH                                       4800.00,,
704,(Plain),,
705,,,
706,232    CT083   CT Scan of Whole Spine                       ---Select---()          IH                                      12500.00,,
707,,,
708,233    CT084   CT Scan of Wrist Joint(Plain                 ---Select---()          IH                                       2500.00,,
709,),,
710,,,
711,234    CT085   CT Scan of Urography With                    .()                     IH                                       6000.00,,
